ItemNumber,Length
05668,2
05669,2
05670,1
05671,1
05672,1
05673,1
05674,1
05675,1
05676,1
05677,1
05678,1
05679,1
05680,1
05681,1
05682,2
05683,2
05684,1
05685,1
05686,1
05687,1
05688,1
05689,1
05692,1
05693,1
05694,2
05695,2
05696,2
05697,2
05698,2
05699,2
05700,2
05701,1
05702,1
05703,1
05704,1
05705,2
05706,2
05707,2
05708,2
05709,2
05710,1
05711,2
05712,2
05713,2
05714,2
05715,1
05716,2
05717,2
05718,2
05719,2
05720,2
05721,2
05722,2
05723,2
05724,2
05725,2
05726,1
05728,1
05729,1
05730,1
05731,1
05732,1
05733,1
05734,1
05735,1
05736,1
05738,1
05739,2
05740,2
05741,2
05742,2
05743,2
05744,2
05745,1
05746,2
05747,2
05748,1
05749,1
05750,1
05751,2
05752,1
05753,1
05754,1
05755,2
05756,2
05757,2
05758,1
05759,1
05760,1
05761,1
05769,1
05771,1
05773,1
05774,1
05791,1
05796,1
05800,1
05801,1
05803,1
05805,2
05806,2
05807,1
05808,1
05811,1
05816,1
05818,1
05819,1
05837,1
05838,1
05839,1
05840,1
05883,1
05887,1
05888,1
05889,1
08315,1
09301,1
92503,1
94144,1
94145,1
94146,1
Copy of 00290,1
Copy of 00918,1
Copy of 00920,1
Copy of 01464,1
Copy of 02744,1
UA03-0003-P,1
UA03-0004-P,1
UA03-0005-P,1
UA03-0006-P,1
UA03-0007-P,1
UA03-0008-P,1
UA03-0009-S,1
UA03-0010-S,1
UA03-0011-S,1
UA03-0013-S,1
UA03-0020-P,1
UA03-0025-S,1
UA03-0027-P,1
UA03-0028-P,1
UA03-0031-P,1
UA03-0032-P,1
UA03-0033-P,1
UA03-0034-P,1
UA03-0035-P,1
UA03-0036-S,1
UA03-0037-S,1
UA03-0038-S,1
UA03-0039-S,1
UA03-0040-S,1
UA03-0041-S,1
UA03-0042-S,1
UA03-0136-S,1
UA03-0357-S,1
UA04-0008-P,1
UA04-0010-S,1
UA04-0012-S,1
UA04-0014-S,1
UA04-0032-P,1
UA04-0033-P,1
UA04-0035-P,1
UA04-0036-P,1
UA04-0037-P,1
UA04-0038-S,1
UA04-0039-S,1
UA04-0041-S,1
UA04-0042-S,1
UA04-0043-S,1
UA04-0055-P,1
UA04-0098-P,1
UA04-0108-S,1
UA04-0110-P,1
UA04-0114-P,1
UA04-0115-P,1
UA04-0118-P,1
UA04-0120-S,1
UA04-0148-P,1
UA04-0160-P,1
UA04-0161-S,1
UA04-0162-S,1
UA04-0676-S,1
UA04-0679-S,1
UA04-0760-P,1
UA04-0761-S,1
UA04-0762-P,1
UA04-0763-S,1
UA04-0764-P,1
UA04-0765-S,1
UA10-0004-S,1
UA10-0005-P,1
UA10-0007-P,1
UA10-0008-P,1
UA10-0009-P,1
UA10-0010-P,1
UA10-0011-P,1
UA10-0012-S,1
UA10-0013-S,1
UA10-0014-S,1
UA10-0015-S,1
UA10-0016-S,1
UA10-0024-P,1
UA10-0025-P,1
UA10-0026-P,1
UA10-0027-P,1
UA10-0028-P,1
UA10-0029-P,1
UA10-0030-P,1
UA11-0005-P,1
UA11-0006-P,1
UA11-0008-P,1
UA11-0010-P,1
UA11-0012-P,1
UA11-0014-P,1
UA11-0015-S,1
UA11-0016-S,1
UA11-0017-S,1
UA11-0021-S,1
UA11-0023-S,1
UA11-0025-S,1
UA11-0047-P,1
UA11-0048-P,1
UA11-0050-S,1
UA11-0080-P,1
UA11-0193-S,1
UA11-0194-S,1
UA11-1008-S,1
UA11-1010-P,1
UA11-1131-S,1
UA11-3433-P,1
UA11-3436-P,1
UA11-3437-S,1
UA11-3438-P,1
UA11-3439-P,1
UA11-3440-P,1
UA11-3441-S,1
UA11-3442-S,1
UA12-0007-P,1
UA12-0009-P,1
UA12-0011-P,1
UA12-0013-P,1
UA12-0015-P,1
UA12-0017-P,1
UA12-0019-P,1
UA12-0020-P,1
UA12-0021-S,1
UA12-0022-S,1
UA12-0024-S,1
UA12-0026-S,1
UA12-0028-S,1
UA12-0030-S,1
UA12-0032-S,1
UA12-0034-S,1
UA12-0123-P,1
UA12-0124-P,1
UA12-0125-P,1
UA12-0126-P,1
UA12-0127-P,1
UA12-0128-S,1
UA12-0129-S,1
UA12-0130-S,1
UA12-0131-S,1
UA12-0135-S,1
UA12-0136-P,1
UA12-0137-S,1
UA12-0183-S,1
UA12-0370-S,1
UA12-0626-S,1
UA12-0707-S,1
UA12-0904-S,1
UA12-0910-S,1
UA12-0911-P,1
UA12-8560-P,1
UA12-8561-P,1
UA12-8861-P,1
UA12-8864-P,1
UA12-8865-P,1
UA12-8866-P,1
UA12-8867-S,1
UA12-8868-S,1
UA12-8869-S,1
UA13-0002-P,1
UA13-0003-P,1
UA13-0004-P,1
UA13-0007-P,1
UA13-0008-S,1
UA13-0009-S,1
UA13-0010-S,1
UA13-0011-S,1
UA13-0013-S,1
UA13-0030-P,1
UA13-0036-P,1
UA13-0037-S,1
UA13-0045-S,1
UA13-0056-P,1
UA13-0060-S,1
UA13-0142-S,1
UA13-0179-S,1
UA13-0268-S,1
UA13-0270-S,1
UA13-0282-S,1
UA13-0699-S,1
UA13-0708-S,1
UA13-0726-S,1
UA13-0744-S,1
UA13-0745-S,1
UA13-0747-P,1
UA13-0751-P,1
UA13-0753-P,1
UA13-0754-P,1
UA13-0755-P,1
UA13-0756-P,1
UA13-0757-P,1
UA13-0758-P,1
UA13-0759-P,1
UA13-0760-P,1
UA13-0784-S,1
UA13-0795-P,1
UA13-0796-S,1
UA13-X005-P,1
UA14-0002-P,1
UA14-0003-P,1
UA14-0004-P,1
UA14-0005-P,1
UA14-0006-P,1
UA14-0007-P,1
UA14-0008-S,1
UA14-0009-S,1
UA14-0010-S,1
UA14-0011-S,1
UA14-0012-S,1
UA14-0013-S,1
UA14-0014-P,1
UA14-0040-S,1
UA14-0297-P,1
UA14-0417-S,1
UA14-0425-P,1
UA14-0428-S,1
UA14-0526-S,1
UA14-0877-P,1
UA14-1522-P,1
UA14-1550-P,1
UA14-1695-S,1
UA14-1743-P,1
UA14-1776-S,1
UA14-2231-S,1
UA14-2475-P,1
UA14-2476-S,1
UA14-2641-P,1
UA14-2749-S,1
UA14-2777-S,1
UA14-2893-S,1
UA14-2903-S,1
UA14-3085-S,1
UA14-3093-S,1
UA14-3096-P,1
UA14-3100-P,1
UA14-3109-S,1
UA14-3111-P,1
UA14-3114-P,1
UA14-3118-P,1
UA14-3140-P,1
UA14-3347-S,1
UA21-0003-P,1
UA21-0006-P,1
UA21-0007-P,1
UA21-0008-P,1
UA21-0010-P,1
UA21-0011-P,1
UA21-0012-P,1
UA21-0013-P,1
UA21-0014-P,1
UA21-0015-P,1
UA21-0016-P,1
UA21-0017-S,1
UA21-0018-S,1
UA21-0019-S,1
UA21-0020-S,1
UA21-0021-S,1
UA21-0022-S,1
UA21-0023-P,1
UA21-0024-S,1
UA21-0025-S,1
UA21-0026-S,1
UA21-0027-S,1
UA21-0028-S,1
UA21-0029-S,1
UA21-0030-S,1
UA21-0036-P,1
UA21-0042-P,1
UA21-0045-S,1
UA21-0046-S,1
UA21-0047-P,1
UA21-0064-P,1
UA21-0114-P,1
UA21-0125-S,1
UA21-0130-P,1
UA21-0131-P,1
UA21-0133-P,1
UA21-0134-P,1
UA21-0157-S,1
UA21-0185-P,1
UA21-0192-P,1
UA21-0193-P,1
UA21-0194-P,1
UA21-0195-S,1
UA21-0196-S,1
UA21-0214-P,1
UA21-0234-S,1
UA21-0235-S,1
UA21-0380-P,1
UA21-0442-P,1
UA21-0507-S,1
UA21-0516-S,1
UA21-0616-S,1
UA21-0673-P,1
UA21-0696-P,1
UA21-0743-P,1
UA21-1070-S,1
UA21-1118-S,1
UA21-1254-S,1
UA21-1314-S,1
UA21-1315-S,1
UA21-1326-S,1
UA21-1327-S,1
UA21-1328-S,1
UA21-1329-S,1
UA21-1356-S,1
UA21-1418-S,1
UA21-1465-S,1
UA21-1577-S,1
UA21-1600-S,1
UA22-0003-P,1
UA22-0004-P,1
UA22-0005-P,1
UA22-0006-P,1
UA22-0007-P,1
UA22-0008-S,1
UA22-0010-P,1
UA22-0012-S,1
UA22-0013-S,1
UA22-0014-S,1
UA22-0015-S,1
UA22-0016-S,1
UA22-0017-P,1
UA22-0019-S,1
UA22-0099-S,1
UA22-0100-S,1
UA22-0101-P,1
UA22-0102-P,1
UA22-0139-P,1
UA22-0197-P,1
UA23-0002-P,1
UA23-0003-P,1
UA23-0004-P,1
UA23-0005-P,1
UA23-0006-P,1
UA23-0007-P,1
UA23-0008-S,1
UA23-0009-S,1
UA23-0010-S,1
UA23-0011-S,1
UA23-0012-S,1
UA23-0013-S,1
UA23-0483-P,1
UA23-0486-S,1
UA24-0002-P,1
UA24-0003-P,1
UA24-0004-P,1
UA24-0005-S,1
UA24-0006-P,1
UA24-0007-S,1
UA24-0008-P,1
UA24-0011-S,1
UA24-0012-S,1
UA24-0035-S,1
UA24-0036-P,1
UA24-0042-S,1
UA24-0118-S,1
UA24-0179-S,1
UA24-0292-P,1
UA24-0312-S,1
UA24-0345-P,1
UA24-0346-P,1
UA24-0392-S,1
UA24-0553-S,1
UA24-0923-S,1
UA24-0924-P,1
UA24-1041-P,1
UA24-1093-S,1
UA24-1665-S,1
UA24-2019-P,1
UA24-2045-P,1
UA24-2048-P,1
UA24-2230-P,1
UA24-2328-P,1
UA24-2332-S,1
UA24-2361-S,1
UA24-2371-P,1
UA24-2391-P,1
UA24-2392-P,1
UA24-2433-P,1
UA24-2464-S,1
UA24-2875-P,1
UA24-2950-P,1
UA25-0002-P,1
UA25-0003-P,1
UA25-0012-S,1
UA25-0013-S,1
UA25-0014-S,1
UA25-0025-P,1
UA25-0029-S,1
UA25-0039-P,1
UA25-0057-S,1
UA25-0062-P,1
UA25-0107-P,1
UA25-0116-P,1
UA25-0128-P,1
UA25-0130-S,1
UA25-0131-S,1
UA25-0133-P,1
UA25-0137-S,1
UA25-0140-S,1
UA25-0261-S,1
UA25-0348-P,1
UA25-0424-S,1
UA25-0436-S,1
UA25-0454-P,1
UA25-0726-P,1
UA25-1013-P,1
UA25-1014-P,1
UA25-1078-P,1
UA25-1133-S,1
UA25-1188-S,1
UA25-1217-S,1
UA25-1258-P,1
UA25-1346-S,1
UA25-1457-P,1
UA25-1473-P,1
UA25-1879-S,1
UA25-1882-S,1
UB11-0000-P,1
UB11-0001-P,1
UB11-0002-P,1
UB11-0004-P,1
UB11-0005-P,1
UB11-0006-S,1
UB11-0007-S,1
UB11-0008-S,1
UB11-0009-S,1
UB11-0010-P,1
UB11-0011-P,1
UB11-0012-P,1
UB11-0013-P,1
UB11-0014-P,1
UB11-0015-P,1
UB11-0016-P,1
UB11-0017-P,1
UB11-0021-P,1
UB11-0023-S,1
UB11-0024-P,1
UB11-0027-P,1
UB11-0028-P,1
UB11-0029-P,1
UB11-0030-S,1
UB11-0031-P,1
UB11-0032-S,1
UB11-0033-S,1
UB11-0034-S,1
UB11-0035-S,1
UB11-0036-S,1
UB11-0037-S,1
UB11-0038-S,1
UB11-0039-S,1
UB11-0040-S,1
UB11-0047-P,1
UB11-0057-P,1
UB11-0058-P,1
UB11-0059-S,1
UB11-0062-S,1
UB11-0071-P,1
UB11-0074-P,1
UB11-0091-P,1
UB11-0098-P,1
UB11-0099-P,1
UB11-0105-S,1
UB11-0106-S,1
UB11-0114-S,1
UB11-0115-S,1
UB11-0116-P,1
UB11-0122-S,1
UB11-0124-P,1
UB11-0147-S,1
UB11-0148-P,1
UB11-0181-P,1
UB11-0190-P,1
UB11-0191-P,1
UB11-0197-S,1
UB11-0198-S,1
UB11-0199-P,1
UB11-0200-P,1
UB11-0201-S,1
UB11-0202-P,1
UB11-0203-P,1
UB11-0205-P,1
UB11-0210-S,1
UB11-0212-S,1
UB11-0213-S,1
UB11-0217-S,1
UB11-0224-P,1
UB11-0238-P,1
UB11-0242-P,1
UB11-0252-P,1
UB11-0276-S,1
UB11-0280-S,1
UB11-0307-S,1
UB11-0327-S,1
UB11-0357-P,1
UB11-0382-S,1
UB11-0383-S,1
UB11-0433-S,1
UB11-0434-S,1
UB11-0435-S,1
UB11-0438-S,1
UB11-0450-P,1
UB11-0451-P,1
UB11-0452-P,1
UB11-0453-P,1
UB11-0457-S,1
UB11-0459-S,1
UB11-0535-S,1
UB11-0605-S,1
UB11-0634-P,1
UB11-0669-P,1
UB11-0821-S,1
UB11-0898-S,1
UB11-0940-S,1
UB11-1093-P,1
UB11-1121-S,1
UB11-1122-S,1
UB11-1139-S,1
UB11-1528-S,1
UB11-1529-S,1
UB11-1530-S,1
UB11-1671-P,1
UB11-1685-P,1
UB11-1712-P,1
UB11-1733-P,1
UB11-1922-S,1
UB11-2062-S,1
UB11-2081-S,1
UB11-2241-P,1
UB11-2284-S,1
UB11-2466-S,1
UB11-2476-S,1
UB11-2491-S,1
UB11-2530-S,1
UB11-3032-P,1
UB11-3033-P,1
UB11-3034-P,1
UB11-3036-P,1
UB11-3037-S,1
UB11-3038-P,1
UB11-3039-S,1
UB11-3040-S,1
UB11-3041-S,1
UB11-3042-S,1
UB11-3043-S,1
UB11-3102-S,1
UB11-6697-P,1
UB12-0002-P,1
UB12-0003-P,1
UB12-0004-P,1
UB12-0005-P,1
UB12-0006-P,1
UB12-0008-P,1
UB12-0010-S,1
UB12-0011-S,1
UB12-0012-S,1
UB12-0013-S,1
UB12-0014-S,1
UB12-0015-S,1
UB12-0033-S,1
UB12-0041-P,1
UB12-0086-S,1
UB12-0124-P,1
UB12-0134-S,1
UB12-0135-S,1
UB12-0136-S,1
UB12-0137-S,1
UB12-0138-S,1
UB12-0158-P,1
UB12-0159-P,1
UB12-0160-P,1
UB12-0161-P,1
UB12-0162-P,1
UB12-0246-S,1
UB12-0299-S,1
UB12-2112-P,1
UB13-0002-P,1
UB13-0003-P,1
UB13-0004-P,1
UB13-0005-P,1
UB13-0006-P,1
UB13-0008-P,1
UB13-0009-S,1
UB13-0010-S,1
UB13-0011-S,1
UB13-0012-S,1
UB13-0013-S,1
UB13-0015-S,1
UB13-0024-S,1
UB13-0032-S,1
UB13-0033-S,1
UB13-0067-S,1
UB13-0089-S,1
UB13-0098-P,1
UB13-0105-P,1
UB13-0141-P,1
UB13-0142-P,1
UB13-0143-S,1
UB13-0144-S,1
UB13-0145-S,1
UB13-0168-P,1
UB13-0175-P,1
UB13-0180-S,1
UB13-0200-S,1
UB13-0345-S,1
UB13-0346-P,1
UB13-0381-P,1
UB13-0633-S,1
UB13-0784-S,1
UB13-0798-P,1
UB13-0802-P,1
UB13-0803-P,1
UB13-0806-P,1
UB13-0808-P,1
UB13-1094-P,1
UB13-2411-S,1
UB13-3214-S,1
UB14-0002-P,1
UB14-0003-P,1
UB14-0004-P,1
UB14-0005-P,1
UB14-0007-S,1
UB14-0008-S,1
UB14-0009-S,1
UB14-0010-S,1
UB14-0012-S,1
UB14-0028-P,1
UB14-0030-P,1
UB14-0031-P,1
UB14-0032-P,1
UB14-0033-P,1
UB14-0035-P,1
UB14-0042-S,1
UB14-0043-S,1
UB14-0045-S,1
UB14-0046-S,1
UB14-0047-S,1
UB14-0048-S,1
UB14-0054-S,1
UB14-0064-P,1
UB14-0065-P,1
UB14-0066-P,1
UB14-0067-S,1
UB14-0068-P,1
UB14-0069-P,1
UB14-0070-S,1
UB14-0072-P,1
UB14-0075-P,1
UB14-0121-P,1
UB14-0144-P,1
UB14-0165-P,1
UB14-0168-P,1
UB14-0169-P,1
UB14-0172-S,1
UB14-0173-S,1
UB14-0174-S,1
UB14-0188-P,1
UB14-0189-S,1
UB14-0190-P,1
UB14-0194-P,1
UB14-0196-P,1
UB14-0205-S,1
UB14-0241-S,1
UB14-0268-P,1
UB14-0284-S,1
UB14-0296-S,1
UB14-0334-P,1
UB14-0335-S,1
UB14-0361-P,1
UB14-0368-P,1
UB14-0407-P,1
UB14-0412-P,1
UB14-0441-S,1
UB14-0442-S,1
UB14-0471-P,1
UB14-0472-P,1
UB14-0473-P,1
UB14-0474-S,1
UB14-0475-S,1
UB14-0476-S,1
UB14-0477-S,1
UB14-0478-S,1
UB14-0529-S,1
UB14-0540-S,1
UB14-0578-P,1
UB14-0612-P,1
UB14-0613-P,1
UB14-0616-S,1
UB14-0617-S,1
UB14-0628-S,1
UB14-0704-P,1
UB14-0739-S,1
UB14-0744-P,1
UB14-0757-P,1
UB14-0792-S,1
UB14-0863-S,1
UB14-0864-P,1
UB14-0866-P,1
UB14-0878-P,1
UB14-0880-P,1
UB14-1071-S,1
UB14-1093-P,1
UB14-1317-P,1
UB14-1333-S,1
UB14-1613-P,1
UB14-2322-S,1
UB14-2336-S,1
UB14-2457-P,1
UB14-2458-P,1
UB14-2767-P,1
UB14-3483-P,1
UB21-0000-P,1
UB21-0001-P,1
UB21-0003-P,1
UB21-0004-P,1
UB21-0006-P,1
UB21-0007-P,1
UB21-0008-P,1
UB21-0009-P,1
UB21-0010-P,1
UB21-0011-P,1
UB21-0012-P,1
UB21-0013-P,1
UB21-0014-S,1
UB21-0015-P,1
UB21-0016-P,1
UB21-0017-P,1
UB21-0018-S,1
UB21-0020-P,1
UB21-0021-P,1
UB21-0023-P,1
UB21-0024-P,1
UB21-0025-P,1
UB21-0026-S,1
UB21-0027-S,1
UB21-0029-S,1
UB21-0030-S,1
UB21-0031-S,1
UB21-0032-S,1
UB21-0033-S,1
UB21-0034-S,1
UB21-0035-S,1
UB21-0036-S,1
UB21-0038-S,1
UB21-0039-S,1
UB21-0040-S,1
UB21-0042-S,1
UB21-0043-S,1
UB21-0046-S,1
UB21-0047-S,1
UB21-0048-S,1
UB21-0049-S,1
UB21-0050-S,1
UB21-0051-S,1
UB21-0061-P,1
UB21-0075-P,1
UB21-0115-P,1
UB21-0116-P,1
UB21-0119-S,1
UB21-0121-P,1
UB21-0137-P,1
UB21-0138-P,1
UB21-0139-S,1
UB21-0142-S,1
UB21-0144-S,1
UB21-0145-S,1
UB21-0146-S,1
UB21-0147-S,1
UB21-0179-S,1
UB21-0180-P,1
UB21-0181-P,1
UB21-0182-P,1
UB21-0193-P,1
UB21-0249-P,1
UB21-0250-S,1
UB21-0251-S,1
UB21-0252-S,1
UB21-0254-S,1
UB21-0255-S,1
UB21-0256-S,1
UB21-0257-S,1
UB21-0258-S,1
UB21-0259-P,1
UB21-0260-P,1
UB21-0261-P,1
UB21-0262-P,1
UB21-0263-P,1
UB21-0264-P,1
UB21-0265-P,1
UB21-0267-P,1
UB21-0269-P,1
UB21-0270-P,1
UB21-0271-P,1
UB21-0275-S,1
UB21-0277-P,1
UB21-0290-P,1
UB21-0304-P,1
UB21-0305-S,1
UB21-0306-S,1
UB21-0307-P,1
UB21-0324-P,1
UB21-0325-P,1
UB21-0326-P,1
UB21-0327-P,1
UB21-0328-P,1
UB21-0329-S,1
UB21-0330-S,1
UB21-0331-S,1
UB21-0332-S,1
UB21-0333-S,1
UB21-0334-S,1
UB21-0340-P,1
UB21-0355-S,1
UB21-0367-S,1
UB21-0368-S,1
UB21-0551-P,1
UB21-0609-P,1
UB21-0634-P,1
UB21-0650-S,1
UB21-0774-S,1
UB21-0866-P,1
UB21-0885-P,1
UB21-0922-P,1
UB21-0937-P,1
UB21-1021-P,1
UB21-1022-P,1
UB21-1023-S,1
UB21-1026-S,1
UB21-1027-S,1
UB21-1048-P,1
UB21-1070-P,1
UB21-1136-P,1
UB21-1144-P,1
UB21-1315-S,1
UB21-1318-S,1
UB21-1320-P,1
UB21-1321-P,1
UB21-1322-P,1
UB21-1331-P,1
UB21-1531-P,1
UB21-1748-P,1
UB21-3677-P,1
UB21-3694-P,1
UB21-3695-P,1
UB21-3696-P,1
UB22-0002-P,1
UB22-0003-P,1
UB22-0004-P,1
UB22-0005-P,1
UB22-0006-P,1
UB22-0007-P,1
UB22-0008-S,1
UB22-0009-S,1
UB22-0010-S,1
UB22-0011-S,1
UB22-0012-S,1
UB22-0013-S,1
UB22-0040-P,1
UB22-0152-S,1
UB22-0172-P,1
UB22-0174-S,1
UB22-0204-S,1
UB22-0205-S,1
UB22-0206-S,1
UB22-0207-S,1
UB22-0219-P,1
UB22-0221-P,1
UB22-0275-P,1
UB22-0287-P,1
UB22-0288-P,1
UB22-0289-P,1
UB22-0290-P,1
UB22-0296-P,1
UB22-0308-P,1
UB22-0492-P,1
UB22-0493-P,1
UB22-0585-P,1
UB22-0586-P,1
UB22-1012-P,1
UB22-1119-P,1
UB22-1231-P,1
UB22-1233-P,1
UB23-0000-S,1
UB23-0001-S,1
UB23-0002-S,1
UB23-0003-S,1
UB23-0004-S,1
UB23-0018-P,1
UB23-0021-P,1
UB23-0022-P,1
UB23-0023-P,1
UB23-0024-P,1
UB23-0025-P,1
UB23-0026-P,1
UB23-0028-P,1
UB23-0030-P,1
UB23-0031-P,1
UB23-0032-P,1
UB23-0033-S,1
UB23-0036-S,1
UB23-0037-S,1
UB23-0038-P,1
UB23-0039-S,1
UB23-0043-S,1
UB23-0044-S,1
UB23-0045-S,1
UB23-0079-S,1
UB23-0080-S,1
UB23-0084-P,1
UB23-0164-P,1
UB23-0179-S,1
UB23-0215-S,1
UB23-0228-S,1
UB23-0229-P,1
UB23-0231-P,1
UB23-0252-S,1
UB23-0273-P,1
UB23-0292-S,1
UB23-0324-P,1
UB23-0813-P,1
UB23-1155-S,1
UB23-1199-S,1
UB23-1206-S,1
UB23-1336-P,1
UB23-1338-P,1
UB23-1354-S,1
UB23-1793-S,1
UB24-0002-P,1
UB24-0003-P,1
UB24-0005-P,1
UB24-0006-P,1
UB24-0007-P,1
UB24-0008-P,1
UB24-0009-P,1
UB24-0016-S,1
UB24-0017-S,1
UB24-0019-S,1
UB24-0020-S,1
UB24-0021-S,1
UB24-0022-S,1
UB24-0023-S,1
UB24-0040-P,1
UB24-0045-P,1
UB24-0048-P,1
UB24-0054-S,1
UB24-0073-S,1
UB24-0074-P,1
UB24-0078-S,1
UB24-0100-P,1
UB24-0106-P,1
UB24-0112-P,1
UB24-0136-P,1
UB24-0141-P,1
UB24-0154-S,1
UB24-0162-S,1
UB24-0169-P,1
UB24-0207-P,1
UB24-0221-S,1
UB24-0304-P,1
UB24-0307-P,1
UB24-0308-P,1
UB24-0309-P,1
UB24-0343-S,1
UB24-0344-S,1
UB24-0349-S,1
UB24-0350-S,1
UB24-0400-S,1
UB24-0424-P,1
UB24-0433-P,1
UB24-0434-P,1
UB24-0576-S,1
UB24-0923-S,1
UB24-1218-P,1
UB24-1232-P,1
UB24-1269-P,1
UB24-1304-P,1
UB24-1305-P,1
UB24-1353-P,1
UB24-1365-P,1
UB24-1378-P,1
UB24-1393-S,1
UB24-1397-S,1
UB24-1435-S,1
UB24-1581-P,1
UB24-2129-P,1
UB24-2201-P,1
UB24-2271-P,1
UB24-2358-P,1
UB24-4284-S,1
UB31-0000-P,1
UB31-0001-P,1
UB31-0002-S,1
UB31-0004-P,1
UB31-0006-P,1
UB31-0008-P,1
UB31-0009-P,1
UB31-0010-P,1
UB31-0011-P,1
UB31-0012-S,1
UB31-0013-P,1
UB31-0014-P,1
UB31-0015-P,1
UB31-0016-P,1
UB31-0017-S,1
UB31-0018-P,1
UB31-0019-P,1
UB31-0020-P,1
UB31-0021-P,1
UB31-0022-P,1
UB31-0023-S,1
UB31-0024-S,1
UB31-0025-P,1
UB31-0026-P,1
UB31-0027-S,1
UB31-0028-S,1
UB31-0029-S,1
UB31-0030-P,1
UB31-0031-S,1
UB31-0032-S,1
UB31-0034-P,1
UB31-0035-P,1
UB31-0036-S,1
UB31-0037-P,1
UB31-0038-S,1
UB31-0039-S,1
UB31-0041-S,1
UB31-0042-S,1
UB31-0043-S,1
UB31-0044-S,1
UB31-0045-S,1
UB31-0049-S,1
UB31-0050-P,1
UB31-0051-S,1
UB31-0053-S,1
UB31-0058-P,1
UB31-0064-P,1
UB31-0065-P,1
UB31-0066-S,1
UB31-0067-S,1
UB31-0068-S,1
UB31-0069-S,1
UB31-0070-S,1
UB31-0071-S,1
UB31-0072-P,1
UB31-0073-P,1
UB31-0074-S,1
UB31-0075-S,1
UB31-0076-P,1
UB31-0077-P,1
UB31-0078-P,1
UB31-0079-P,1
UB31-0080-S,1
UB31-0082-P,1
UB31-0084-S,1
UB31-0085-S,1
UB31-0086-S,1
UB31-0090-S,1
UB31-0107-S,1
UB31-0125-P,1
UB31-0128-S,1
UB31-0129-S,1
UB31-0130-S,1
UB31-0131-S,1
UB31-0132-P,1
UB31-0133-P,1
UB31-0134-P,1
UB31-0136-P,1
UB31-0137-P,1
UB31-0138-P,1
UB31-0139-P,1
UB31-0140-P,1
UB31-0142-S,1
UB31-0144-S,1
UB31-0145-S,1
UB31-0146-P,1
UB31-0147-P,1
UB31-0149-P,1
UB31-0162-S,1
UB31-0199-P,1
UB31-0207-P,1
UB31-0208-P,1
UB31-0210-P,1
UB31-0211-P,1
UB31-0212-P,1
UB31-0213-S,1
UB31-0215-S,1
UB31-0279-P,1
UB31-0321-S,1
UB31-0322-S,1
UB31-0335-S,1
UB31-0373-P,1
UB31-0440-S,1
UB31-0452-S,1
UB31-0466-C,1
UB31-0475-P,1
UB31-0649-S,1
UB31-0658-S,1
UB31-0726-S,1
UB31-0822-S,1
UB31-0823-S,1
UB31-0857-S,1
UB31-0858-S,1
UB31-0907-S,1
UB31-1216-S,1
UB31-1218-S,1
UB32-0002-P,1
UB32-0003-P,1
UB32-0004-P,1
UB32-0005-P,1
UB32-0006-P,1
UB32-0007-P,1
UB32-0008-S,1
UB32-0009-S,1
UB32-0010-S,1
UB32-0011-S,1
UB32-0012-S,1
UB32-0013-S,1
UB32-0102-P,1
UB32-0104-S,1
UB32-0647-P,1
UB32-0719-P,1
UB32-1160-P,1
UB32-2320-S,1
UB33-0002-P,1
UB33-0003-P,1
UB33-0004-P,1
UB33-0005-P,1
UB33-0006-P,1
UB33-0008-S,1
UB33-0009-S,1
UB33-0010-S,1
UB33-0011-S,1
UB33-0012-S,1
UB33-0024-P,1
UB33-0025-P,1
UB33-0027-S,1
UB33-0028-S,1
UB33-0030-P,1
UB33-0031-S,1
UB33-0216-S,1
UB33-0270-P,1
UB33-0557-P,1
UB33-1835-S,1
UB33-1845-S,1
UB34-0000-P,1
UB34-0001-P,1
UB34-0002-P,1
UB34-0003-P,1
UB34-0004-P,1
UB34-0005-P,1
UB34-0006-P,1
UB34-0007-P,1
UB34-0008-P,1
UB34-0016-S,1
UB34-0017-S,1
UB34-0018-S,1
UB34-0019-S,1
UB34-0020-S,1
UB34-0021-S,1
UB34-0022-S,1
UB34-0023-S,1
UB34-0043-P,1
UB34-0062-P,1
UB34-0086-S,1
UB34-0093-S,1
UB34-0196-S,1
UB34-0316-S,1
UB34-0333-P,1
UB34-0370-P,1
UB34-0391-P,1
UB34-0392-S,1
UB34-0393-S,1
UB34-0414-P,1
UB34-0442-S,1
UB34-0522-S,1
UB34-0570-S,1
UB34-0589-P,1
UB34-0590-S,1
UB34-0600-S,1
UB34-0603-S,1
UB34-0680-S,1
UB34-0719-S,1
UB34-0954-P,1
UB34-0962-S,1
UB34-0963-S,1
UB34-1013-P,1
UB34-1156-P,1
UB34-1396-S,1
UB34-1419-S,1
UB34-2142-P,1
UB34-2143-P,1
UB34-2144-P,1
UB34-2145-P,1
UB34-2146-P,1
UB34-2147-P,1
UB34-2355-S,1
UB34-2466-S,1
UB34-2469-P,1
UB34-2502-S,1
UB34-2523-S,1
UB34-2527-S,1
UB34-2596-S,1
UB34-2799-P,1
UB34-2972-S,1
UB34-3034-S,1
UB34-3035-S,1
UB34-3067-S,1
UB34-3337-S,1
UB34-3529-S,1
UB34-3789-P,1
UB34-5494-S,1
UC11-0000-P,1
UC11-0001-P,1
UC11-0002-S,1
UC11-0007-P,1
UC11-0009-P,1
