,NestID,Length,TotalLength,ItemNumber,RemainingLength
52097,10437,491,4036,03989,40.0
4006,7354,327,8000,03989,0.0
3609,9622,494,8000,03989,0.0
12211,3957,493,6000,03989,0.0
47384,5384,492,3592,03989,1916.0
48694,10077,3799,11518,03989,6.0
3608,9621,494,8000,03990,0.0
4007,7354,327,8000,03990,0.0
47510,5381,356,3643,03990,2357.0
12213,3957,492,6000,03990,0.0
45593,10378,554,2566,03990,0.0
48696,10079,3300,12991,03990,9.0
4008,7354,327,8000,03991,0.0
45592,10377,429,3974,03991,0.0
12044,9432,492,7878,03991,122.0
47385,5384,492,3592,03991,1916.0
12212,3957,493,6000,03991,0.0
52992,10443,491,1973,03992,4953.0
12009,9424,493,8000,03992,0.0
12218,3959,490,6607,03992,0.0
4009,7354,327,8000,03992,0.0
37460,5870,887,12999,03993,1.0
6191,4938,1125,8000,03993,0.0
4010,7354,327,8000,03993,0.0
12045,9432,492,7878,03993,122.0
2511,4130,420,8000,03993,0.0
41413,10403,554,8000,03993,0.0
3713,9625,992,8000,03994,0.0
47515,5381,280,3643,03994,2357.0
4011,7354,327,8000,03994,0.0
7487,4270,2462,7989,03994,11.0
41403,10400,429,3948,03994,4.54747e-13
6192,4938,1125,8000,03994,0.0
37449,5868,887,2818,03994,0.0
48658,10078,2733,12995,03995,5.0
4012,7354,327,8000,03995,0.0
12323,3944,308,6000,03995,0.0
3714,9628,2280,8000,03995,0.0
32864,10336,493,6000,03995,0.0
44036,10304,490,7972,03996,28.0
37454,5869,992,13000,03996,0.0
3712,9623,552,8000,03996,0.0
37455,5869,992,13000,03997,0.0
44026,10302,498,2020,03997,8.0
48663,10082,5511,10593,03997,2407.0
3711,9620,552,8000,03997,0.0
3710,9619,522,8000,03998,0.0
52797,9770,385,385,03999,2696.0
4004,7353,469,5242,03999,0.0
37450,5868,417,2818,03999,0.0
6182,4934,1443,8000,04000,0.0
3995,7345,495,6000,04000,0.0
47514,5381,280,3643,04000,2357.0
45615,10374,413,618,04000,4890.0
12202,3953,493,5916,04000,84.0
37430,5869,992,13000,04001,0.0
12203,3953,493,5916,04001,84.0
34359,4409,2301,5947,04001,53.0
8757,9324,308,8000,04001,0.0
7090,5547,257,6000,04001,0.0
16083,4768,436,2750,04001,3250.0
47511,5381,356,3643,04002,2357.0
45616,10374,205,618,04002,4890.0
48660,10079,5160,12991,04002,9.0
37431,5869,992,13000,04002,0.0
8735,9322,180,8000,04002,0.0
4032,7367,670,7999,04003,1.0
8690,9319,308,2122,04003,0.0
41315,10395,406,1110,04003,1378.0
47426,5392,537,6909,04003,6091.0
8683,9318,180,3900,04004,0.0
34418,4408,1604,5989,04004,11.0
6905,5559,2718,8000,04004,0.0
52434,10122,2235,4470,04004,1530.0
4030,7365,670,8000,04004,0.0
37432,5869,867,13000,04004,0.0
41316,10395,406,1110,04004,1378.0
47406,5387,491,7988,04005,12.0
19948,6108,489,2149,04005,48.0
4029,7364,670,8000,04005,0.0
37437,5870,776,12999,04005,1.0
52435,10122,2235,4470,04005,1530.0
8701,9320,492,8000,04005,0.0
34266,4412,1954,4733,04005,1267.0
41317,10395,298,1110,04005,1378.0
47427,5392,490,6909,04006,6091.0
48662,10081,5512,11940,04006,1060.0
4028,7363,670,8000,04006,0.0
19779,6077,490,13000,04006,0.0
8702,9320,492,8000,04006,0.0
24717,5209,845,8000,04007,0.0
8817,9332,700,8000,04007,0.0
4025,7361,670,8000,04007,0.0
5856,5885,405,1680,04007,363.0
34180,5441,1494,8026,04007,0.0
7473,4252,2290,8000,04007,0.0
34417,4408,2525,5989,04007,11.0
4024,7359,670,8000,04008,0.0
5853,5885,435,1680,04008,363.0
8795,9328,542,8000,04008,0.0
7517,4302,2391,2391,04008,49.0
46246,8405,440,13000,04008,0.0
24622,5207,836,8000,04008,0.0
34263,4410,2450,5864,04008,136.0
34181,5441,1494,8026,04008,0.0
6200,4949,995,7972,04008,28.0
19963,6111,631,2751,04008,940.0
4019,7358,670,8000,04009,0.0
24624,5208,916,8000,04009,0.0
46247,8405,440,13000,04009,0.0
19962,6111,1489,2751,04009,940.0
5854,5885,434,1680,04009,363.0
7409,4235,493,5979,04009,21.0
7404,4233,465,6000,04010,0.0
48267,6302,444,5831,04010,129.0
46248,8405,440,13000,04010,0.0
12506,9403,495,990,04010,3557.0
5855,5885,406,1680,04010,363.0
4020,7358,670,8000,04010,0.0
34957,9813,186,2190,04011,0.0
46249,8405,440,13000,04011,0.0
19964,6111,631,2751,04011,940.0
4021,7358,670,8000,04011,0.0
34964,9816,408,2166,04012,0.0
19894,6086,5696,12982,04012,18.0
12507,9403,495,990,04012,3557.0
46250,8405,440,13000,04012,0.0
35014,9828,1095,7992,04013,8.0
19798,6077,300,13000,04013,0.0
8815,9332,1141,8000,04013,0.0
4022,7358,670,8000,04013,0.0
46251,8405,440,13000,04013,0.0
41462,10402,2130,8000,04014,0.0
24469,5234,838,3598,04014,0.0
35008,9826,1144,8000,04014,0.0
4018,7357,670,8000,04014,0.0
46239,8404,1448,2951,04014,0.0
644,9467,367,4508,04014,23.0
25674,6241,494,7176,04014,0.0
643,9467,371,4508,04015,23.0
34983,9822,1482,8000,04015,0.0
4014,7356,670,8000,04015,0.0
19791,6077,456,13000,04015,0.0
24476,5237,968,13000,04015,0.0
41463,10413,2130,6392,04015,1608.0
43485,10314,493,8000,04016,0.0
639,9467,561,4508,04016,23.0
34948,9811,228,2316,04016,0.0
48253,6299,380,380,04016,3992.0
5162,6203,491,10104,04017,0.0
640,9467,561,4508,04017,23.0
32917,10344,493,8000,04017,0.0
34999,9824,1297,8000,04017,0.0
53133,4329,326,326,04017,6123.0
32911,10343,491,8000,04018,0.0
34961,9815,347,2166,04018,0.0
641,9467,554,4508,04018,23.0
5338,6164,492,8000,04018,0.0
642,9467,554,4508,04019,23.0
34953,9812,107,2190,04019,0.0
32888,10339,352,8000,04019,0.0
645,9468,491,4734,04020,1266.0
34993,9823,1083,8000,04020,0.0
32892,10340,491,8000,04020,0.0
5016,6166,492,7833,04020,167.0
32927,10346,492,8000,04021,0.0
646,9468,491,4734,04021,1266.0
34205,5444,454,13000,04021,0.0
5127,6162,493,1803,04021,3856.0
34945,9810,108,2386,04021,0.0
18586,6545,775,4048,04021,1952.0
37480,5848,687,7998,04021,2.0
32928,10346,492,8000,04022,0.0
18566,6523,396,6000,04022,0.0
34930,9809,178,2516,04022,0.0
37478,5847,969,7999,04022,1.0
34094,5444,526,13000,04022,0.0
7074,5554,555,8000,04023,0.0
5141,6165,493,7992,04023,8.0
12046,9432,492,7878,04023,122.0
37474,5846,904,8000,04023,0.0
32918,10344,493,8000,04023,0.0
52490,7257,1987,6000,04023,0.0
48030,6119,494,7308,04024,0.0
18548,6541,1136,3398,04024,12.0
7026,5542,492,6000,04024,0.0
12047,9432,492,7878,04024,122.0
37481,5848,687,7998,04024,2.0
32919,10344,492,8000,04024,0.0
46234,8402,575,1958,04025,102.0
44463,10265,492,4785,04025,3215.0
7027,5542,492,6000,04025,0.0
11951,9409,491,7997,04025,3.0
37477,5847,2210,7999,04025,1.0
48037,6120,280,5598,04025,0.0
46235,8402,575,1958,04026,102.0
16257,4056,491,13000,04026,0.0
19660,6058,591,6000,04026,0.0
44457,10264,492,8000,04026,0.0
18584,6545,843,4048,04026,1952.0
16357,4049,242,8000,04027,0.0
33052,10345,490,8000,04027,0.0
46236,8402,575,1958,04027,102.0
19684,6059,385,5996,04027,4.0
12079,9454,471,12318,04028,0.0
37495,5854,725,5543,04028,0.0
33053,10345,490,8000,04028,0.0
46230,8401,575,2200,04028,0.0
43552,10314,490,8000,04029,0.0
19685,6059,385,5996,04029,4.0
46231,8401,575,2200,04029,0.0
16430,4089,492,2477,04030,23.0
43478,10313,300,6090,04030,0.0
46232,8401,575,2200,04030,0.0
7059,5541,492,4372,04031,0.0
16174,4043,491,5210,04031,790.0
43479,10313,300,6090,04031,0.0
19669,6058,378,6000,04031,0.0
37399,5858,992,12994,04031,6.0
18583,6545,852,4048,04031,1952.0
46225,8400,575,2239,04031,1.0
44422,10262,492,8000,04032,0.0
7064,5543,284,6000,04032,0.0
37397,5857,992,13000,04032,0.0
19674,6058,228,6000,04032,0.0
16175,4043,491,5210,04032,790.0
18549,6541,1130,3398,04032,12.0
46219,8399,575,3048,04032,0.0
16151,4040,250,3249,04033,0.0
18587,6545,771,4048,04033,1952.0
44423,10262,492,8000,04033,0.0
46220,8399,575,3048,04033,0.0
12048,9432,492,7878,04033,122.0
48012,6115,495,4207,04034,149.0
46233,8401,475,2200,04034,0.0
18096,5795,203,7631,04035,5369.0
7338,4236,493,5979,04035,21.0
26192,6400,162,648,04035,2391.0
48022,6116,243,1226,04035,4774.0
46226,8400,475,2239,04035,1.0
7332,4233,491,6000,04036,0.0
48013,6115,495,4207,04036,149.0
18040,5777,402,4675,04036,0.0
7339,4236,493,5979,04037,21.0
26115,6400,162,648,04037,2391.0
48014,6115,495,4207,04037,149.0
48015,6115,495,4207,04038,149.0
7340,4236,493,5979,04038,21.0
46224,8399,430,3048,04038,0.0
52501,7261,2034,4149,04038,1851.0
8186,5321,458,13000,04038,0.0
18055,5782,3066,12996,04039,4.0
7333,4233,491,6000,04039,0.0
26193,6400,162,648,04039,2391.0
52487,7256,2334,5291,04039,1.0
19687,6059,311,5996,04039,4.0
7341,4236,493,5979,04040,21.0
48016,6115,495,4207,04040,149.0
48017,6115,495,4207,04041,149.0
2240,4117,273,6000,04041,0.0
26116,6400,162,648,04041,2391.0
2251,4126,493,5916,04042,84.0
18545,6521,295,2902,04042,0.0
19683,6059,468,5996,04042,4.0
2252,4126,493,5916,04043,84.0
42916,8220,489,13000,04043,0.0
18547,6522,372,6000,04043,0.0
19664,6058,450,6000,04043,0.0
25911,6236,520,6000,04044,0.0
18546,6522,372,6000,04044,0.0
37505,5840,298,5508,04044,0.0
42933,8222,339,13000,04044,0.0
12246,3961,341,2442,04044,0.0
18544,6521,295,2902,04045,0.0
12318,3944,493,6000,04045,0.0
19780,6077,490,13000,04045,0.0
37515,5844,300,5336,04045,664.0
48661,10080,5115,12800,04046,200.0
18561,6523,715,6000,04046,0.0
19671,6058,344,6000,04046,0.0
12319,3944,493,6000,04046,0.0
37506,5840,298,5508,04046,0.0
49893,7131,189,563,04047,5063.0
37517,5840,173,5508,04047,0.0
12320,3944,493,6000,04047,0.0
18565,6523,396,6000,04047,0.0
19675,6059,541,5996,04047,4.0
12321,3944,493,6000,04048,0.0
18562,6523,715,6000,04048,0.0
48659,10078,2732,12995,04048,5.0
19691,6060,369,1644,04048,4356.0
37514,5842,300,5999,04049,1.0
7545,4252,458,8000,04049,0.0
49958,7131,189,563,04049,5063.0
19676,6059,541,5996,04049,4.0
18416,6530,1594,4695,04049,259.0
7546,4252,458,8000,04050,0.0
49894,7131,185,563,04050,5063.0
19686,6059,369,5996,04050,4.0
19670,6058,367,6000,04051,0.0
12126,3937,495,5991,04051,9.0
37520,5844,491,5336,04051,664.0
19688,6060,491,1644,04052,4356.0
12111,3936,495,2082,04052,0.0
8865,9387,799,9888,04052,0.0
9082,9387,374,9888,04053,0.0
19677,6059,541,5996,04053,4.0
12382,3957,495,6000,04053,0.0
19678,6059,491,5996,04054,4.0
2477,4115,387,2746,04054,2454.0
6210,4989,781,13000,04055,0.0
19679,6059,491,5996,04055,4.0
12391,3957,280,6000,04055,0.0
19680,6059,491,5996,04056,4.0
2478,4115,387,2746,04056,2454.0
20524,4465,341,2384,04057,22.0
19681,6059,491,5996,04057,4.0
7641,4226,468,2420,04057,34.0
24425,5233,673,4276,04058,0.0
3660,9634,2557,8000,04058,0.0
7639,4226,492,2420,04058,34.0
19682,6059,491,5996,04058,4.0
18624,6543,1127,2154,04058,68.0
19661,6058,491,6000,04059,0.0
7642,4226,457,2420,04059,34.0
37507,5840,298,5508,04060,0.0
19665,6058,443,6000,04060,0.0
7640,4226,492,2420,04060,34.0
15894,4822,455,1942,04060,8989.0
24440,5240,749,13000,04060,0.0
3655,9619,493,8000,04060,0.0
24428,5235,827,3225,04061,0.0
2270,4133,494,8000,04061,0.0
19662,6058,491,6000,04061,0.0
8819,9332,494,8000,04062,0.0
16364,4050,904,7997,04062,3.0
24426,5233,404,4276,04062,0.0
19666,6058,443,6000,04062,0.0
37511,5841,300,6000,04063,0.0
16343,4048,494,5231,04063,0.0
19846,6080,493,13000,04063,0.0
8820,9332,494,8000,04063,0.0
30408,4545,741,5840,04063,160.0
8929,9322,242,8000,04064,0.0
19667,6058,443,6000,04064,0.0
19785,6077,475,13000,04065,0.0
8930,9322,242,8000,04065,0.0
8931,9322,242,8000,04066,0.0
19781,6077,490,13000,04066,0.0
48715,10082,5082,10593,04066,2407.0
8932,9322,242,8000,04067,0.0
19782,6077,490,13000,04067,0.0
12115,3936,249,2082,04067,0.0
12128,3937,221,5991,04068,9.0
19799,6077,279,13000,04068,0.0
4415,7408,2211,13000,04068,0.0
8933,9322,242,8000,04068,0.0
34931,9809,174,2516,04068,0.0
52498,7260,2319,4488,04069,1512.0
19705,6067,491,2987,04069,313.0
52489,7257,2019,6000,04070,0.0
19712,6068,341,341,04070,5659.0
7806,5339,4665,13000,04070,0.0
19706,6067,491,2987,04071,313.0
52088,5632,438,1633,04071,2275.0
16059,4822,519,1942,04072,8989.0
52087,5632,439,1633,04072,2275.0
19709,6067,341,2987,04072,313.0
34932,9809,174,2516,04072,0.0
7670,4231,393,6000,04073,0.0
52085,5631,272,808,04073,2542.0
19707,6067,491,2987,04073,313.0
18621,6541,1132,3398,04073,12.0
47378,5379,492,2060,04073,3940.0
40828,5105,492,1474,04074,4526.0
7671,4232,443,6000,04074,0.0
52089,5632,277,1633,04074,2275.0
19710,6067,341,2987,04074,313.0
34933,9809,174,2516,04075,0.0
19708,6067,491,2987,04075,313.0
19711,6067,341,2987,04076,313.0
47433,5379,584,2060,04076,3940.0
34934,9809,174,2516,04076,0.0
31444,5154,767,13000,04077,0.0
19718,6069,261,2435,04077,0.0
34935,9809,174,2516,04077,0.0
13685,5495,492,8000,04077,0.0
31423,5150,726,3598,04078,0.0
19730,6070,366,8000,04078,0.0
6898,5555,487,8000,04078,0.0
34936,9809,174,2516,04078,0.0
34937,9809,174,2516,04079,0.0
31418,5149,401,3598,04079,0.0
34029,5430,591,5987,04079,13.0
19746,6071,262,4770,04079,3230.0
19716,6069,366,2435,04080,0.0
4410,7392,392,7961,04080,39.0
47244,9884,2596,13000,04080,0.0
7061,5542,494,6000,04080,0.0
31460,5156,985,13000,04080,0.0
19745,6071,337,4770,04081,3230.0
31512,5157,992,13000,04081,0.0
34938,9809,174,2516,04081,0.0
34035,5431,388,776,04081,5224.0
34022,5428,490,2940,04082,731.0
31514,5157,958,13000,04082,0.0
51255,5046,774,774,04082,4888.0
47256,9885,2298,13000,04082,0.0
19732,6070,337,8000,04082,0.0
4407,7389,392,2368,04082,7.0
19689,6060,392,1644,04083,4356.0
21331,8296,492,1464,04083,1923.0
12001,9423,4883,8000,04083,0.0
4406,7388,386,2373,04083,2.0
31506,5154,438,13000,04083,0.0
47255,9885,5563,13000,04083,0.0
34030,5430,591,5987,04083,13.0
4408,7389,392,2368,04084,7.0
31507,5154,438,13000,04084,0.0
21330,8296,494,1464,04084,1923.0
11972,9412,246,3172,04084,0.0
5097,6152,493,5963,04084,37.0
34036,5431,388,776,04084,5224.0
31511,5156,1968,13000,04085,0.0
47270,9887,5577,12969,04085,31.0
21636,8296,478,1464,04085,1923.0
34023,5428,490,2940,04085,731.0
5240,6155,490,5533,04085,467.0
5241,6155,490,5533,04086,467.0
12544,9415,447,3172,04086,0.0
34031,5430,388,5987,04086,13.0
46462,8379,360,915,04086,3048.0
5229,6150,490,2810,04087,0.0
34024,5428,490,2940,04087,731.0
47271,9887,5577,12969,04087,31.0
46466,8380,488,8905,04087,0.0
34032,5430,388,5987,04088,13.0
5238,6152,493,5963,04088,37.0
47243,9884,5560,13000,04088,0.0
34025,5428,490,2940,04089,731.0
47265,9886,5760,12996,04089,4.0
5239,6152,493,5963,04089,37.0
47266,9886,5760,12996,04090,4.0
7861,5340,1205,12331,04090,669.0
46218,8398,495,495,04090,5505.0
34033,5430,388,5987,04090,13.0
47276,9888,5739,12954,04091,46.0
15372,6485,475,11072,04091,0.0
34026,5428,490,2940,04091,731.0
7852,5336,346,13000,04091,0.0
47277,9888,5739,12954,04092,46.0
34034,5430,388,5987,04092,13.0
34027,5428,490,2940,04093,731.0
15373,6485,475,11072,04093,0.0
34939,9809,174,2516,04093,0.0
15394,6491,729,13000,04094,0.0
34145,5429,491,6000,04094,0.0
34940,9809,174,2516,04094,0.0
34941,9809,174,2516,04095,0.0
34146,5429,491,6000,04095,0.0
52486,7256,2469,5291,04095,1.0
34147,5429,491,6000,04096,0.0
35044,9810,174,2386,04096,0.0
52499,7260,2169,4488,04096,1512.0
47503,5807,292,1762,04096,4238.0
34148,5429,491,6000,04097,0.0
47493,5805,292,2581,04097,0.0
35045,9810,174,2386,04097,0.0
34144,5429,497,6000,04098,0.0
48916,9776,2898,5796,04098,204.0
35046,9810,174,2386,04098,0.0
47523,5800,575,6000,04098,0.0
34155,5430,495,5987,04099,13.0
35047,9810,174,2386,04099,0.0
48933,9788,313,6000,04099,0.0
47482,5799,327,2316,04099,1.0
34143,5429,510,6000,04100,0.0
35048,9810,174,2386,04100,0.0
47486,5800,327,6000,04100,0.0
48934,9788,313,6000,04100,0.0
34139,5429,543,6000,04101,0.0
47525,5802,575,5068,04101,932.0
35091,9810,174,2386,04101,0.0
48944,9794,2960,2960,04101,1056.0
49418,6363,396,2381,04101,2988.0
35092,9810,174,2386,04102,0.0
18260,5796,487,2944,04102,1083.0
34151,5430,544,5987,04102,13.0
34152,5430,541,5987,04103,13.0
34153,5430,541,5987,04104,13.0
18276,5795,725,7631,04104,5369.0
48709,10079,2631,12991,04104,9.0
689,9571,588,13000,04105,0.0
18269,5793,725,13000,04105,0.0
35055,9813,233,2190,04105,0.0
34154,5430,541,5987,04105,13.0
8193,5324,461,13000,04106,0.0
34140,5429,541,6000,04106,0.0
18623,6542,1127,2254,04106,76.0
35053,9812,233,2190,04106,0.0
18266,5792,554,13000,04106,0.0
18262,5791,554,7597,04107,0.0
35345,8256,491,5897,04107,103.0
35054,9812,233,2190,04107,0.0
34141,5429,541,6000,04107,0.0
18261,5791,1094,7597,04108,0.0
35339,8255,493,5679,04108,0.0
35095,9813,233,2190,04108,0.0
35096,9813,233,2190,04109,0.0
18265,5792,1095,13000,04109,0.0
35346,8256,491,5897,04109,103.0
35347,8256,491,5897,04110,103.0
18622,6542,1127,2254,04111,76.0
35348,8256,491,5897,04111,103.0
51161,5175,892,5998,04111,2.0
6395,4922,420,973,04111,1726.0
18279,5761,2170,2869,04111,35.0
48710,10080,3534,12800,04112,200.0
34080,5443,522,13000,04112,0.0
35341,8255,491,5679,04112,0.0
15861,4791,492,13000,04112,0.0
35441,8256,495,5897,04113,103.0
34072,5442,474,13000,04113,0.0
15862,4791,492,13000,04113,0.0
48711,10081,4017,11940,04113,1060.0
35443,8256,491,5897,04114,103.0
49233,4374,475,936,04114,3006.0
34157,5433,491,982,04114,5018.0
15863,4791,492,13000,04114,0.0
48712,10081,2411,11940,04115,1060.0
35444,8256,491,5897,04115,103.0
15864,4791,492,13000,04116,0.0
35445,8256,491,5897,04116,103.0
34195,5442,490,13000,04116,0.0
15374,6485,475,11072,04117,0.0
35446,8256,491,5897,04117,103.0
49234,4374,461,936,04117,3006.0
15865,4791,492,13000,04117,0.0
48708,10078,3400,12995,04117,5.0
15384,6488,729,13000,04118,0.0
35447,8256,491,5897,04118,103.0
16032,4793,492,13000,04118,0.0
48706,10077,3798,11518,04118,6.0
25921,6243,867,8000,04118,0.0
18273,5795,725,7631,04119,5369.0
15380,6487,729,13000,04119,0.0
16003,4790,376,13000,04119,0.0
15375,6485,475,11072,04120,0.0
18274,5795,725,7631,04120,5369.0
18267,5793,1108,13000,04121,0.0
49415,6363,396,2381,04121,2988.0
1076,9485,382,8000,04121,0.0
16000,4789,232,13000,04121,0.0
18271,5795,1109,7631,04122,5369.0
7893,5288,443,6000,04122,0.0
48714,10080,4151,12800,04123,200.0
7896,5289,359,6000,04123,0.0
18263,5791,539,7597,04123,0.0
4384,7419,2769,11216,04124,1784.0
7899,5290,259,6000,04124,0.0
18264,5791,539,7597,04124,0.0
4378,7415,2849,10336,04125,4.0
7898,5290,523,6000,04125,0.0
48651,10075,2646,12728,04125,272.0
4379,7415,2849,10336,04126,4.0
18278,5762,2170,4712,04126,1288.0
48650,10075,2646,12728,04126,272.0
8881,9309,495,4374,04126,1626.0
8026,5288,513,6000,04126,0.0
8875,9308,495,2424,04127,5.0
4382,7417,1132,1690,04127,734.0
8010,5322,692,13000,04127,0.0
52493,7258,2372,5999,04128,1.0
8093,5289,515,6000,04128,0.0
12653,9431,2698,7908,04129,92.0
52491,7257,1503,6000,04130,0.0
18097,5795,203,7631,04130,5369.0
11974,9412,235,3172,04130,0.0
11976,9412,231,3172,04131,0.0
11932,9406,437,2050,04132,0.0
48262,6301,300,1068,04132,1982.0
52866,5009,151,586,04132,2664.0
5711,5930,665,13000,04132,0.0
11933,9406,437,2050,04133,0.0
48263,6301,300,1068,04133,1982.0
48260,6300,250,3011,04134,39.0
12008,9424,509,8000,04134,0.0
52865,5009,151,586,04134,2664.0
11920,9402,527,2777,04135,1203.0
47303,9882,2710,12987,04135,13.0
8789,9327,471,8000,04136,0.0
48255,6300,300,3011,04136,39.0
48713,10077,3000,11518,04136,6.0
48256,6300,300,3011,04137,39.0
8790,9327,471,8000,04137,0.0
18486,6565,659,6870,04138,0.0
48257,6300,300,3011,04138,39.0
8791,9327,471,8000,04138,0.0
18483,6565,807,6870,04139,0.0
8689,9319,469,2122,04139,0.0
48258,6300,300,3011,04139,39.0
8703,9320,492,8000,04140,0.0
18482,6565,807,6870,04140,0.0
48259,6300,300,3011,04140,39.0
48309,6303,300,1170,04141,3625.0
8704,9320,492,8000,04141,0.0
18485,6565,659,6870,04141,0.0
48266,6302,498,5831,04142,129.0
8761,9324,290,8000,04142,0.0
15981,4788,373,13000,04142,0.0
4371,7350,493,5916,04142,84.0
34075,5443,1473,13000,04142,0.0
8762,9324,290,8000,04143,0.0
15804,4785,134,2003,04143,2014.0
34061,5441,469,8026,04143,0.0
15805,4785,134,2003,04144,2014.0
5120,6158,494,4251,04144,11.0
8742,9323,290,8000,04144,0.0
34082,5443,493,13000,04144,0.0
8705,9320,492,8000,04145,0.0
5247,6159,493,6000,04145,0.0
15835,4790,492,13000,04145,0.0
34062,5441,400,8026,04145,0.0
4380,7415,992,10336,04145,4.0
5125,6159,298,6000,04146,0.0
8823,9333,520,8000,04146,0.0
15836,4790,492,13000,04146,0.0
4374,7354,413,8000,04146,0.0
5098,6152,493,5963,04147,37.0
8737,9323,393,8000,04147,0.0
15814,4787,252,2006,04147,0.0
4381,7415,992,10336,04147,4.0
5099,6152,493,5963,04148,37.0
6806,5000,1986,7295,04148,5705.0
8738,9323,393,8000,04148,0.0
4372,7350,493,5916,04148,84.0
8869,9388,542,2893,04149,10.0
5088,6151,786,6000,04149,0.0
4373,7352,433,4330,04150,1670.0
5089,6151,492,6000,04150,0.0
8866,9387,542,9888,04150,0.0
6807,5000,1986,7295,04150,5705.0
34070,5442,490,13000,04150,0.0
4383,7417,558,1690,04151,734.0
18282,5762,925,4712,04151,1288.0
34129,5464,499,12998,04151,2.0
8867,9387,540,9888,04151,0.0
6805,4999,1986,12950,04152,50.0
34130,5464,499,12998,04152,2.0
4385,7423,493,3684,04152,2316.0
30624,4592,671,2551,04153,451.0
34133,5465,522,3083,04153,9917.0
6650,4929,504,5998,04153,2.0
14973,4685,2642,13000,04154,0.0
6786,4935,625,8000,04155,0.0
52488,7256,488,5291,04155,1.0
8741,9323,327,8000,04155,0.0
52492,7257,491,6000,04156,0.0
8971,9326,327,8000,04156,0.0
6788,4936,625,8000,04156,0.0
19692,6063,591,1524,04156,1834.0
46275,8409,463,9780,04156,3220.0
46265,8408,488,4785,04157,2.0
6787,4935,625,8000,04157,0.0
19694,6063,392,1524,04157,1834.0
8944,9323,327,8000,04157,0.0
19965,6112,490,490,04158,5373.0
9030,9386,655,9031,04158,84.0
46267,8408,381,4785,04158,2.0
46272,8409,523,9780,04159,3220.0
19693,6063,541,1524,04159,1834.0
9031,9386,655,9031,04159,84.0
8942,9323,444,8000,04160,0.0
18380,6575,492,4173,04160,7.0
46273,8409,523,9780,04160,3220.0
34136,5466,491,1473,04161,1111.0
15314,4671,171,2483,04161,13.0
46274,8409,523,9780,04161,3220.0
9029,9386,1248,9031,04161,84.0
15588,6473,495,2367,04161,183.0
15113,4670,403,2498,04162,1.0
13493,5473,479,1628,04162,4372.0
46211,8397,465,4759,04162,1241.0
8857,9386,1202,9031,04162,84.0
13494,5473,458,1628,04163,4372.0
46210,8397,490,4759,04163,1241.0
8872,9391,1202,3977,04163,28.0
13478,5471,536,3076,04164,0.0
9032,9386,654,9031,04164,84.0
46207,8397,493,4759,04164,1241.0
13479,5471,130,3076,04165,0.0
9046,9391,740,3977,04165,28.0
9037,9387,497,9888,04166,0.0
13480,5471,130,3076,04166,0.0
9038,9387,497,9888,04167,0.0
7028,5542,492,6000,04167,0.0
7029,5542,492,6000,04168,0.0
51761,7453,202,202,04168,3410.0
18436,6575,492,4173,04168,7.0
9039,9387,497,9888,04168,0.0
7030,5543,209,6000,04169,0.0
11718,6653,401,6641,04169,1359.0
11719,6653,401,6641,04170,1359.0
13622,5489,493,5998,04170,2.0
47290,9879,891,7257,04170,5743.0
47292,9879,494,7257,04171,5743.0
13623,5489,493,5998,04171,2.0
47289,9879,994,7257,04172,5743.0
13624,5489,493,5998,04172,2.0
47291,9879,888,7257,04173,5743.0
5817,5893,632,6000,04174,0.0
5818,5893,632,6000,04175,0.0
5809,5890,489,6000,04176,0.0
47286,9879,1442,7257,04176,5743.0
5823,5898,638,6000,04177,0.0
52429,10118,1947,5007,04178,993.0
15589,6473,335,2367,04178,183.0
5812,5891,489,6000,04178,0.0
5822,5898,638,6000,04179,0.0
52425,10117,1947,5841,04179,159.0
5881,5880,1866,5646,04180,354.0
52428,10118,3060,5007,04180,993.0
52426,10117,1947,5841,04181,159.0
5876,5879,1866,5999,04181,1.0
52427,10117,1947,5841,04182,159.0
42883,8223,491,13000,04182,0.0
12523,9410,2486,4923,04183,3077.0
19737,6071,341,4770,04183,3230.0
42884,8223,491,13000,04183,0.0
52424,10116,3060,3060,04183,625.0
18280,5761,699,2869,04184,35.0
19734,6071,536,4770,04184,3230.0
42870,8221,446,13000,04184,0.0
12514,9407,2486,8000,04184,0.0
24597,5209,626,8000,04185,0.0
19719,6070,536,8000,04185,0.0
42839,8220,446,13000,04185,0.0
49384,6356,490,1288,04186,4712.0
18283,5762,692,4712,04186,1288.0
19738,6071,341,4770,04186,3230.0
42921,8221,491,13000,04186,0.0
42922,8221,491,13000,04187,0.0
19739,6071,341,4770,04187,3230.0
24608,5224,584,12864,04187,136.0
19720,6070,536,8000,04188,0.0
49387,6356,112,1288,04188,4712.0
42918,8220,446,13000,04188,0.0
19740,6071,341,4770,04189,3230.0
42919,8220,446,13000,04189,0.0
49399,6359,490,8287,04190,0.0
8097,5291,1133,5918,04190,82.0
19721,6070,536,8000,04190,0.0
47237,9878,178,2764,04190,10236.0
47238,9878,178,2764,04191,10236.0
8098,5291,946,5918,04191,82.0
19741,6071,341,4770,04191,3230.0
19812,6078,340,13000,04192,0.0
42832,8218,492,492,04192,4875.0
7895,5289,989,6000,04192,0.0
34055,5438,341,7303,04192,697.0
19722,6070,536,8000,04193,0.0
8025,5288,555,6000,04193,0.0
34045,5437,356,8000,04193,0.0
45227,6587,449,2692,04193,35.0
