NestID,Length,TotalLength,ItemNumber,RemainingLength
7872,486,4094,01846,0
7874,469,6000,01841,0
7880,493,5916,01838,84
7880,493,5916,01839,84
7880,493,5916,01842,84
7880,493,5916,01847,84
7880,493,5916,01848,84
7880,493,5916,01849,84
7880,493,5916,01850,84
7880,493,5916,01854,84
7880,493,5916,01855,84
7880,493,5916,01856,84
7880,493,5916,03142,84
7881,493,5905,01837,95
7883,491,5888,01851,112
7885,470,836,01840,5164
7891,392,8000,00162,0
7891,392,8000,00163,0
7891,392,8000,00164,0
7891,392,8000,00165,0
7891,392,8000,01648,0
7891,392,8000,01652,0
7891,392,8000,01653,0
7891,392,8000,01654,0
7891,392,8000,01655,0
7891,392,8000,01660,0
7892,494,8000,03324,0
7892,494,8000,03325,0
7893,1735,8000,01870,0
7893,494,8000,03288,0
7893,435,8000,01425,0
7894,493,8000,02987,0
7894,493,8000,02992,0
7894,435,8000,01424,0
7897,2207,8000,01576,0
7898,2161,8000,01573,0
7902,2157,8000,01456,0
7902,1494,8000,03323,0
7904,1494,7996,01581,4
7905,994,7993,03180,7
7913,2660,7980,01580,20
7914,2660,7980,01577,20
7914,2660,7980,01578,20
7914,2660,7980,01579,20
7915,2660,7980,00255,20
7915,2660,7980,01574,20
7915,2660,7980,01575,20
7916,2659,7977,01217,23
7916,2659,7977,01252,23
7916,2659,7977,01253,23
7918,2656,7968,01422,32
7918,2656,7968,01436,32
7922,2656,7898,01295,102
7922,2656,7898,01371,102
7969,2660,12976,00263,24
7969,2656,12976,00257,24
7971,2656,2656,00252,10344
7869,492,2881,03124,3119
7869,473,2881,03578,3119
7870,495,6000,03898,0
7870,492,6000,03118,0
7870,492,6000,03119,0
7870,492,6000,03121,0
7870,492,6000,03708,0
7870,492,6000,03899,0
7870,344,6000,03120,0
7870,311,6000,03127,0
7872,550,4094,03090,0
7873,498,6000,02162,0
7873,467,6000,03448,0
7874,469,6000,03447,0
7874,440,6000,02161,0
7875,495,6000,02190,0
7875,495,6000,02315,0
7875,495,6000,02319,0
7875,495,6000,03089,0
7876,495,5922,02138,78
7876,495,5922,02152,78
7876,493,5922,03091,78
7876,493,5922,03092,78
7877,493,5916,01859,84
7877,493,5916,01981,84
7882,492,5904,03445,96
7882,492,5904,03446,96
7882,492,5904,03449,96
7882,492,5904,03450,96
7882,492,5904,03453,96
7882,492,5904,03454,96
7882,492,5904,03456,96
7882,492,5904,03457,96
7882,492,5904,03458,96
7882,492,5904,03459,96
7883,492,5888,03443,112
7883,492,5888,03444,112
7883,491,5888,03455,112
7886,619,2212,03724,0
7887,670,8000,03353,0
7887,516,8000,03356,0
7888,487,8000,02804,0
7890,670,8000,02797,0
7890,670,8000,03348,0
7891,736,8000,03429,0
7891,435,8000,01688,0
7892,726,8000,03179,0
7892,672,8000,03354,0
7892,515,8000,00510,0
7893,487,8000,02803,0
7893,435,8000,00031,0
7894,2169,8000,03195,0
7894,631,8000,03893,0
7895,823,8000,03351,0
7896,1494,8000,03355,0
7897,2215,8000,00545,0
7900,2175,8000,00544,0
7901,2494,8000,01693,0
7902,2180,8000,03380,0
7902,2169,8000,02164,0
7904,2169,7996,01860,4
7905,2169,7993,00546,7
7905,2169,7993,01694,7
7907,2845,7992,01686,8
7909,2660,7980,00506,20
7909,2660,7980,00508,20
7909,2660,7980,01684,20
7910,2660,7980,00503,20
7910,2660,7980,00505,20
7917,2324,7971,01687,29
7917,2169,7971,00507,29
7919,2845,7929,01537,71
7919,2845,7929,01685,71
7921,2221,7911,00295,89
7923,2169,7859,00323,141
7927,2324,7754,00550,246
7933,423,8000,00152,0
7933,423,8000,00153,0
7933,423,8000,00154,0
7933,423,8000,00155,0
7952,989,2425,02341,0
7952,392,2425,00329,0
7952,353,2425,03728,0
7952,198,2425,03730,0
7953,130,2116,03729,4
7954,992,13000,03726,0
7954,331,13000,03727,0
7955,392,13000,00151,0
7955,392,13000,00156,0
7955,392,13000,00157,0
7955,392,13000,00158,0
7955,392,13000,00160,0
7956,799,12966,03725,34
7964,909,2429,01901,0
7966,1494,13000,00197,0
7966,1494,13000,00602,0
7966,345,13000,00214,0
7966,345,13000,00215,0
7865,2350,4700,00504,1300
7865,2350,4700,01254,1300
7884,471,5681,01265,319
7884,471,5681,01418,319
7884,470,5681,01337,319
7884,470,5681,02978,319
7886,303,2212,03217,0
7886,303,2212,03219,0
7886,123,2212,00604,0
7887,493,8000,03224,0
7887,410,8000,00600,0
7887,366,8000,02335,0
7887,366,8000,02337,0
7887,366,8000,02338,0
7887,268,8000,00395,0
7887,268,8000,00396,0
7887,168,8000,03216,0
7887,93,8000,00599,0
7889,993,8000,03223,0
7889,839,8000,03097,0
7889,405,8000,02329,0
7889,311,8000,03225,0
7890,2884,8000,03093,0
7890,694,8000,03212,0
7891,392,8000,02973,0
7891,392,8000,02974,0
7891,392,8000,02975,0
7891,392,8000,02976,0
7891,392,8000,02977,0
7893,694,8000,03098,0
7894,1295,8000,03205,0
7895,936,8000,03218,0
7895,839,8000,03096,0
7899,2236,8000,03220,0
7900,839,8000,03095,0
7904,1488,7996,03221,4
7912,2660,7980,02330,20
7913,2660,7980,00444,20
7913,2660,7980,00597,20
7919,2239,7929,03019,71
7920,2232,7922,02334,78
7963,405,3417,02328,0
7963,268,3417,02327,0
7963,266,3417,03863,0
7965,268,13000,00401,0
7966,1539,13000,03206,0
7966,1490,13000,00443,0
7968,2531,13000,00146,0
7868,495,3467,03749,115
7868,492,3467,03751,115
7868,492,3467,03752,115
7868,492,3467,03754,115
7868,492,3467,03755,115
7868,492,3467,03756,115
7868,256,3467,03773,115
7868,256,3467,03774,115
7869,492,2881,03750,3119
7869,440,2881,03753,3119
7870,210,6000,03798,0
7870,210,6000,03799,0
7873,467,6000,01704,0
7874,469,6000,01631,0
7874,469,6000,01632,0
7881,492,5905,01633,95
7881,492,5905,01699,95
7881,492,5905,01700,95
7881,492,5905,01701,95
7881,492,5905,01703,95
7883,491,5888,01702,112
7884,471,5681,03772,319
7884,471,5681,03775,319
7932,392,4650,00212,0
7934,417,8000,00518,0
7934,417,8000,00519,0
7934,417,8000,00520,0
7934,417,8000,00521,0
7952,417,2425,03359,0
7952,76,2425,03360,0
7953,993,2116,03357,4
7953,993,2116,03358,4
7954,2234,13000,00184,0
7956,491,12966,02945,34
7957,2740,11451,00193,1549
7957,2740,11451,00276,1549
7957,491,11451,02944,1549
7958,2740,10960,00171,2040
7958,2740,10960,00183,2040
7958,2740,10960,00185,2040
7958,2740,10960,00186,2040
7967,2660,13000,00294,0
7870,493,6000,03659,0
7870,493,6000,03660,0
7871,498,2324,03828,3676
7871,493,2324,03651,3676
7871,493,2324,03658,3676
7871,420,2324,03826,3676
7871,420,2324,03827,3676
7932,1121,4650,02201,0
7932,580,4650,02402,0
7932,414,4650,03277,0
7932,414,4650,03278,0
7932,262,4650,03823,0
7932,262,4650,03825,0
7932,244,4650,02401,0
7933,1275,8000,03822,0
7934,414,8000,03274,0
7934,414,8000,03275,0
7934,414,8000,03276,0
7935,964,8000,02924,0
7935,697,8000,01443,0
7935,475,8000,03824,0
7936,492,8000,03143,0
7937,3355,8000,00310,0
7937,1480,8000,00431,0
7937,906,8000,02209,0
7938,2253,8000,00321,0
7938,736,8000,01572,0
7938,697,8000,00469,0
7938,697,8000,00561,0
7938,697,8000,00854,0
7939,3365,8000,00130,0
7939,2253,8000,00320,0
7939,1611,8000,00409,0
7941,3375,7970,00128,30
7941,3375,7970,00129,30
7943,2406,7960,02972,40
7944,3375,7945,00127,55
7945,3863,7913,00406,87
7945,3375,7913,00126,87
7947,3863,7721,00403,279
7947,3858,7721,00175,279
7932,385,4650,00400,0
7933,2414,8000,00148,0
7933,956,8000,00012,0
7933,771,8000,00195,0
7933,353,8000,03771,0
7933,320,8000,03770,0
7934,771,8000,00136,0
7934,494,8000,02467,0
7934,494,8000,02471,0
7934,494,8000,02991,0
7935,447,8000,03178,0
7935,385,8000,00361,0
7935,385,8000,00399,0
7936,2675,8000,01863,0
7936,385,8000,00319,0
7937,1488,8000,00011,0
7937,771,8000,00134,0
7939,771,8000,00133,0
7941,1220,7970,01864,30
7942,2279,7969,00596,31
7943,2994,7960,00120,40
7944,2406,7945,01794,55
7946,4175,7880,03522,120
7946,3705,7880,00119,120
7948,2675,7629,01805,371
7948,2675,7629,01834,371
7948,2279,7629,00411,371
7949,3705,7410,00117,590
7949,3705,7410,00118,590
7950,3705,6380,00116,1620
7950,2675,6380,01800,1620
7874,511,6000,01983,0
7878,493,5916,01928,84
7878,493,5916,01929,84
7878,493,5916,01930,84
7878,493,5916,01978,84
7878,493,5916,01980,84
7878,493,5916,02952,84
7878,493,5916,03712,84
7878,493,5916,03713,84
7878,493,5916,03714,84
7878,493,5916,03715,84
7879,493,5916,01766,84
7879,493,5916,01773,84
7879,493,5916,01774,84
7879,493,5916,01927,84
7886,440,2212,00558,0
7887,1202,8000,00356,0
7887,411,8000,00269,0
7888,1386,8000,00274,0
7889,1234,8000,00173,0
7889,445,8000,03036,0
7900,842,8000,00477,0
7917,892,7971,00478,29
7934,675,8000,00563,0
7934,494,8000,03439,0
7935,2755,8000,00512,0
7935,675,8000,00562,0
7935,494,8000,03035,0
7936,675,8000,00481,0
7945,675,7913,00475,87
7872,556,4094,01752,0
7873,470,6000,01750,0
7874,470,6000,01742,0
7874,470,6000,01745,0
7874,470,6000,01747,0
7875,534,6000,01751,0
7877,493,5916,01743,84
7877,493,5916,01744,84
7877,493,5916,01748,84
7877,493,5916,01749,84
7888,1401,8000,02253,0
7888,1215,8000,00573,0
7888,623,8000,02257,0
7889,1215,8000,00144,0
7891,416,8000,03072,0
7893,1401,8000,02252,0
7894,837,8000,02254,0
7898,994,8000,03099,0
7903,2213,8000,00312,0
7925,2585,7757,00576,243
7926,2585,7755,00572,245
7926,2585,7755,00574,245
7926,2585,7755,00575,245
7927,2585,7754,00318,246
7930,2585,5427,00143,2573
7872,533,4094,01887,0
7872,466,4094,01720,0
7872,291,4094,03464,0
7872,269,4094,03463,0
7873,468,6000,01881,0
7873,468,6000,03761,0
7873,468,6000,03810,0
7873,468,6000,01727,0
7874,556,6000,01886,0
7874,494,6000,01986,0
7875,556,6000,01884,0
7875,556,6000,01885,0
7876,493,5922,01723,78
7876,493,5922,01724,78
7876,493,5922,01725,78
7876,493,5922,01726,78
7876,493,5922,03544,78
7877,493,5916,01882,84
7877,493,5916,01883,84
7883,491,5888,03452,112
7883,488,5888,01987,112
7884,487,5681,03541,319
7885,366,836,03451,5164
7888,719,8000,03073,0
7888,557,8000,03282,0
7891,533,8000,02673,0
7892,494,8000,02670,0
7892,494,8000,02672,0
7894,557,8000,02674,0
7894,557,8000,03144,0
7894,533,8000,02671,0
7896,2842,8000,01879,0
7897,2098,8000,01502,0
7900,2656,8000,01880,0
7901,2660,8000,01538,0
7904,2845,7996,01541,4
7906,2845,7992,01540,8
7918,2656,7968,01877,32
7929,2842,5684,01876,2316
7929,2842,5684,01878,2316
7930,2842,5427,01875,2573
7932,219,4650,03132,0
7933,219,8000,03131,0
7936,1113,8000,00123,0
7938,2920,8000,00393,0
7955,167,13000,03319,0
7963,1849,3417,02149,0
7964,373,2429,02146,0
7964,299,2429,02133,0
7964,230,2429,02135,0
7965,2740,13000,00205,0
7965,2740,13000,01669,0
7965,1196,13000,00424,0
7965,1194,13000,02137,0
7965,842,13000,02148,0
7965,813,13000,03320,0
7965,513,13000,02136,0
7965,443,13000,02145,0
7966,1987,13000,02339,0
7966,1025,13000,03318,0
7968,2140,13000,00394,0
7969,2740,12976,00203,24
7969,2460,12976,00580,24
7969,2460,12976,01985,24
7970,2740,12974,00202,26
7970,842,12974,02147,26
7954,2736,13000,00222,0
7954,1387,13000,01903,0
7955,2739,13000,00210,0
7955,2739,13000,00211,0
7955,2736,13000,00221,0
7959,2740,10960,00228,2040
7959,2740,10960,00229,2040
7959,2740,10960,00230,2040
7959,2740,10960,00231,2040
7960,2740,10960,00209,2040
7960,2740,10960,00223,2040
7960,2740,10960,00224,2040
7960,2740,10960,00227,2040
7961,2736,10944,00216,2056
7961,2736,10944,00217,2056
7961,2736,10944,00218,2056
7961,2736,10944,00219,2056
7962,2736,7663,00213,5337
7962,2268,7663,00225,5337
7967,2660,13000,00226,0
7968,2656,13000,00220,0
7883,491,5888,03460,112
7883,491,5888,03461,112
7883,491,5888,03462,112
7963,323,3417,00367,0
7963,306,3417,00370,0
7964,317,2429,00368,0
7964,301,2429,00371,0
7965,942,13000,00427,0
7965,577,13000,02139,0
7965,420,13000,03611,0
7965,312,13000,00369,0
7966,2263,13000,02340,0
7966,1018,13000,03610,0
7967,2660,13000,02131,0
7968,2762,13000,03199,0
7968,676,13000,03202,0
7970,2740,12974,00235,26
7970,2740,12974,00237,26
7970,2740,12974,00238,26
7970,755,12974,03201,26
7876,495,5922,01218,78
7879,493,5916,01216,84
7880,493,5916,01169,84
7884,470,5681,01220,319
7886,131,2212,03231,0
7887,373,8000,00581,0
7887,296,8000,03674,0
7889,969,8000,02908,0
7890,1349,8000,02909,0
7892,519,8000,02910,0
7892,519,8000,02911,0
7892,513,8000,00571,0
7893,914,8000,02907,0
7893,443,8000,00583,0
7903,2219,8000,00556,0
7908,2661,7983,00535,17
7908,2661,7983,00542,17
7908,2661,7983,00555,17
7873,484,6000,01735,0
7873,470,6000,01741,0
7877,493,5916,01737,84
7877,493,5916,01738,84
7877,493,5916,01739,84
7877,493,5916,01740,84
7883,491,5888,01736,112
7892,2560,8000,00306,0
7895,994,8000,03369,0
7899,2036,8000,00577,0
7901,2846,8000,00601,0
7906,2486,7992,00298,8
7907,2486,7992,00208,8
7967,2510,13000,00132,0
7967,2510,13000,00430,0
7968,2235,13000,00578,0
7881,492,5905,01758,95
7881,492,5905,01759,95
7881,492,5905,01760,95
7881,492,5905,01761,95
7881,492,5905,01762,95
7884,471,5681,01756,319
7887,317,8000,01763,0
7895,1998,8000,00407,0
7910,2660,7980,00480,20
7911,2660,7980,00479,20
7920,2845,7922,00565,78
7921,2845,7911,00559,89
7921,2845,7911,00560,89
7923,2845,7859,00317,141
7923,2845,7859,00482,141
7924,2845,7850,00111,150
7936,2660,8000,00474,0
7942,2845,7969,00471,31
7942,2845,7969,00473,31
7951,2660,2660,00472,5340
7955,2659,13000,01522,0
7956,2919,12966,01519,34
7956,2919,12966,01520,34
7956,2919,12966,01521,34
7956,2919,12966,01523,34
7962,2659,7663,01466,5337
7872,329,4094,01717,0
7872,307,4094,02182,0
7872,307,4094,02989,0
7875,470,6000,01562,0
7879,493,5916,01560,84
7879,493,5916,01561,84
7879,493,5916,02178,84
7879,493,5916,01716,84
7881,492,5905,01718,95
7882,492,5904,02179,96
7882,492,5904,02180,96
7886,293,2212,00487,0
7887,363,8000,00489,0
7887,333,8000,00384,0
7887,333,8000,00414,0
7889,583,8000,00493,0
7889,433,8000,00494,0
7890,503,8000,00495,0
7896,2586,8000,02176,0
7898,1230,8000,02815,0
7911,2660,7980,00147,20
7911,2660,7980,00150,20
7912,2660,7980,00491,20
7917,2586,7971,02175,29
7922,2586,7898,00492,102
7925,2586,7757,00486,243
7925,2586,7757,00490,243
7932,357,4650,01505,0
7934,417,8000,01506,0
7934,417,8000,01507,0
7934,417,8000,01508,0
7934,417,8000,01509,0
7954,2660,13000,02173,0
7954,2660,13000,02174,0
7957,2740,11451,00196,1549
7957,2740,11451,01421,1549
7875,470,6000,01705,0
7879,493,5916,01707,84
7879,493,5916,01708,84
7884,488,5681,01706,319
7884,471,5681,01709,319
7899,1342,8000,02353,0
7905,2661,7993,00273,7
7906,2661,7992,00271,8
7907,2661,7992,00270,8
7912,2660,7980,00272,20
7867,2349,4698,01938,1302
7867,2349,4698,01939,1302
7873,468,6000,01714,0
7875,493,6000,02967,0
7875,471,6000,02968,0
7876,493,5922,02965,78
7876,493,5922,02966,78
7883,488,5888,01715,112
7895,2410,8000,01647,0
7898,2385,8000,01935,0
7899,2386,8000,01646,0
7900,1488,8000,00392,0
7903,994,8000,01989,0
7935,723,8000,03792,0
7940,2845,7979,02960,21
7940,2845,7979,02961,21
7940,2289,7979,02963,21
7943,2560,7960,02962,40
7873,429,6000,00420,0
7873,375,6000,02227,0
7874,343,6000,02228,0
7875,470,6000,01754,0
7878,493,5916,01753,84
7878,493,5916,02226,84
7893,962,8000,02928,0
7903,2574,8000,01691,0
7920,2845,7922,00366,78
7924,2160,7850,00569,150
7928,2844,5688,00418,2312
7928,2844,5688,02231,2312
7869,492,2881,03122,3119
7869,492,2881,03577,3119
7870,492,6000,03126,0
7870,492,6000,03709,0
7896,1078,8000,03244,0
7874,370,6000,01777,0
7879,493,5916,01776,84
7924,2845,7850,00501,150
7927,2845,7754,00467,246
7866,2349,4698,00499,1302
7866,2349,4698,00524,1302
7887,388,8000,02801,0
7888,403,8000,01356,0
7888,403,8000,01518,0
7888,403,8000,00246,0
7888,403,8000,00358,0
7889,573,8000,02800,0
7890,1230,8000,00586,0
7897,1480,8000,00180,0
7898,1230,8000,02230,0
7944,2164,7945,03054,55
7884,470,5681,01264,319
7931,2575,2575,00464,5425
7970,417,12974,00308,26
9467,561,4508,04016,23
9467,561,4508,04017,23
9467,554,4508,04018,23
9467,554,4508,04019,23
9467,371,4508,04015,23
9467,367,4508,04014,23
9468,491,4734,04020,1266
9468,491,4734,04021,1266
9473,466,1297,05490,1648
9528,689,3333,02647,0
9556,412,3039,05163,0
9557,1409,2816,05164,0
9557,427,2816,00703,0
9557,427,2816,00705,0
9558,1098,13000,00101,0
9558,555,13000,02318,0
9558,555,13000,02646,0
9558,555,13000,03752,0
9558,492,13000,02317,0
9558,412,13000,00561,0
9558,182,13000,05448,0
9559,2914,13000,00592,0
9559,1318,13000,02498,0
9559,1117,13000,02497,0
9559,992,13000,01997,0
9560,2654,13000,00591,0
9560,2385,13000,00103,0
9561,2910,13000,02676,0
9561,2860,13000,00704,0
9561,2774,13000,00590,0
9562,2774,13000,00565,0
9562,1318,13000,01738,0
9562,182,13000,05447,0
9563,2914,13000,00562,0
9563,1123,13000,00106,0
9563,1117,13000,01739,0
9563,1117,13000,01740,0
9563,1117,13000,02496,0
9564,2914,12998,00105,2
9564,2910,12998,00595,2
9564,2910,12998,02637,2
9564,2774,12998,00109,2
9564,1490,12998,02677,2
9565,2910,12998,00580,2
9565,2910,12998,00593,2
9565,1490,12998,01877,2
9566,2910,12977,00298,23
9567,2910,11640,00102,1360
9567,2910,11640,00110,1360
9567,2910,11640,00111,1360
9571,588,13000,04105,0
9571,492,13000,01845,0
9574,1458,6470,00559,6530
9466,2521,4888,05744,1112
9466,2367,4888,05743,1112
9475,471,3557,05720,0
9476,345,6000,05748,0
9477,470,6000,05721,0
9478,947,6000,05715,0
9478,505,6000,05713,0
9478,493,6000,05718,0
9478,493,6000,05750,0
9478,470,6000,05714,0
9479,976,6000,05716,0
9479,493,6000,05708,0
9479,493,6000,05717,0
9485,465,8000,05710,0
9485,465,8000,05712,0
9485,436,8000,05722,0
9485,302,8000,05697,0
9486,488,8000,05693,0
9486,488,8000,05694,0
9486,465,8000,05696,0
9486,465,8000,05699,0
9486,465,8000,05700,0
9491,2836,8000,05695,0
9491,1525,8000,05692,0
9491,980,8000,05706,0
9491,980,8000,05707,0
9497,2831,8000,05725,0
9498,2810,8000,05724,0
9526,2600,5305,05711,2695
9528,358,3333,05746,0
9529,1174,3172,05754,0
9529,210,3172,05755,0
9530,632,3172,05759,0
9530,465,3172,05698,0
9530,376,3172,05760,0
9531,645,2672,05752,0
9532,573,2672,05741,0
9532,539,2672,05751,0
9532,502,2672,05747,0
9535,593,2131,05758,6
9535,494,2131,05749,6
9538,2125,8000,05740,0
9539,632,8000,05753,0
9545,2142,7970,05756,30
9552,2813,5626,05742,2374
9552,2813,5626,05757,2374
9553,2813,5616,05739,2384
9555,1734,2122,05709,3971
9555,388,2122,05719,3971
9558,305,13000,05723,0
9561,1901,13000,05705,0
9467,554,4508,03424,23
9468,554,4734,01843,1266
9468,554,4734,01923,1266
9468,554,4734,01971,1266
9468,554,4734,03422,1266
9468,554,4734,03423,1266
9468,491,4734,02144,1266
9468,491,4734,03425,1266
9556,490,3039,02329,0
9556,352,3039,03223,0
9556,352,3039,03315,0
9557,553,2816,02328,0
9558,2885,13000,00709,0
9558,1115,13000,01930,0
9558,1115,13000,02648,0
9558,1115,13000,02649,0
9558,990,13000,01836,0
9559,1300,13000,00077,0
9559,1124,13000,01842,0
9559,1115,13000,00081,0
9559,992,13000,03318,0
9560,2423,13000,00706,0
9560,992,13000,02010,0
9560,992,13000,03224,0
9560,992,13000,03316,0
9562,2398,13000,00075,0
9562,2223,13000,00074,0
9562,1550,13000,00712,0
9563,1898,13000,01931,0
9563,1117,13000,03313,0
9563,1117,13000,03314,0
9565,2914,12998,00708,2
9565,2774,12998,00707,2
9566,2774,12977,00202,23
9566,1550,12977,00711,23
9566,1117,12977,03221,23
9567,2910,11640,00710,1360
9568,2910,11640,00073,1360
9568,2910,11640,00076,1360
9568,2910,11640,00082,1360
9568,2910,11640,00654,1360
9569,2774,7813,00072,5187
9569,2654,7813,00589,5187
9569,2385,7813,00201,5187
9469,557,4997,03965,17
9469,555,4997,03962,17
9469,555,4997,03963,17
9469,555,4997,03964,17
9469,555,4997,03966,17
9469,555,4997,03967,17
9469,555,4997,03968,17
9469,555,4997,03969,17
9469,555,4997,03970,17
9470,606,2627,03971,3373
9470,606,2627,03972,3373
9470,555,2627,03961,3373
9485,288,8000,00114,0
9485,288,8000,00420,0
9490,1381,8000,02626,0
9490,1381,8000,02627,0
9493,1024,8000,02608,0
9494,1224,8000,02624,0
9497,1617,8000,02623,0
9498,1617,8000,02622,0
9506,2705,7968,00121,32
9507,2705,7942,00119,58
9508,2705,7942,00112,58
9515,2905,5810,00734,2190
9515,2905,5810,00735,2190
9516,2905,5810,00732,2190
9516,2905,5810,00733,2190
9517,2905,5810,00730,2190
9517,2905,5810,00731,2190
9518,2905,5810,00123,2190
9518,2905,5810,00125,2190
9519,2905,5810,00118,2190
9519,2905,5810,00122,2190
9520,2905,5810,00116,2190
9520,2905,5810,00117,2190
9521,2905,5810,00100,2190
9521,2905,5810,00113,2190
9522,2905,5810,00097,2190
9522,2905,5810,00099,2190
9526,2705,5305,00098,2695
9473,574,1297,03151,1648
9473,257,1297,03155,1648
9483,491,3077,05208,0
9483,175,3077,03153,0
9484,287,2050,03490,0
9484,286,2050,03327,0
9484,286,2050,03329,0
9484,286,2050,03491,0
9486,465,8000,05497,0
9486,313,8000,05209,0
9486,287,8000,03487,0
9528,392,3333,02866,0
9529,491,3172,03154,0
9529,392,3172,02533,0
9538,491,8000,03152,0
9570,630,5408,00166,-9.09E-13
9570,561,5408,00221,-9.09E-13
9570,495,5408,00004,-9.09E-13
9570,453,5408,01819,-9.09E-13
9570,298,5408,03144,-9.09E-13
9570,167,5408,00156,-9.09E-13
9571,2546,13000,00163,0
9571,2546,13000,01823,0
9571,646,13000,01852,0
9571,562,13000,00165,0
9572,2553,13000,01796,0
9572,2546,13000,00159,0
9572,2546,13000,00160,0
9572,2546,13000,00161,0
9572,1778,13000,00628,0
9572,697,13000,00220,0
9572,167,13000,00152,0
9572,167,13000,00154,0
9573,2575,12769,00003,231
9573,2546,12769,00155,231
9573,2546,12769,00157,231
9574,2546,6470,00153,6530
9574,1976,6470,01952,6530
9574,490,6470,01851,6530
9467,493,4508,05671,23
9467,493,4508,05672,23
9476,342,6000,05669,0
9476,342,6000,05678,0
9479,493,6000,05680,0
9479,493,6000,05681,0
9479,493,6000,05682,0
9479,493,6000,05684,0
9480,493,5994,05675,6
9480,493,5994,05676,6
9481,379,5991,05677,9
9488,2905,8000,05651,0
9488,555,8000,05652,0
9488,555,8000,05653,0
9488,555,8000,05654,0
9488,555,8000,05656,0
9488,555,8000,05673,0
9512,2905,7305,05649,695
9512,2905,7305,05650,695
9527,480,3633,05667,0
9527,350,3633,05679,0
9527,332,3633,05663,0
9528,292,3333,05665,0
9529,350,3172,05674,0
9530,383,3172,05687,0
9531,656,2672,05683,0
9531,532,2672,05668,0
9532,587,2672,05662,0
9533,381,2377,05686,0
9534,718,2377,05688,0
9534,594,2377,05689,0
9535,565,2131,05685,6
9538,2563,8000,05666,0
9542,2586,7996,05664,4
9547,2905,5810,05658,2190
9547,2905,5810,05670,2190
9548,2905,5810,05655,2190
9548,2905,5810,05657,2190
9472,532,532,05307,1571
9476,341,6000,02127,0
9477,561,6000,02128,0
9478,532,6000,02025,0
9478,532,6000,02032,0
9480,531,5994,02029,6
9481,493,5991,02125,9
9482,556,2161,02027,3839
9482,556,2161,02028,3839
9482,556,2161,02126,3839
9527,244,3633,03295,0
9528,312,3333,00573,0
9531,562,2672,00088,0
9533,537,2377,00572,0
9536,2889,8000,00124,0
9537,1688,8000,00569,0
9540,2889,7999,00094,1
9541,2346,7999,01941,1
9543,1309,7995,00570,5
9543,562,7995,00086,5
9544,2725,7994,01751,6
9544,2714,7994,00575,6
9545,2914,7970,00090,30
9545,2914,7970,00574,30
9549,2839,5678,00092,2322
9549,2839,5678,00093,2322
9550,2839,5678,00083,2322
9550,2839,5678,00084,2322
9551,2814,5628,00066,2372
9475,309,3557,03343,0
9476,299,6000,03739,0
9476,246,6000,03410,0
9477,471,6000,01135,0
9477,471,6000,03409,0
9481,493,5991,01134,9
9481,493,5991,03407,9
9482,493,2161,01132,3839
9485,92,8000,01844,0
9527,167,3633,00151,0
9528,167,3333,00149,0
9530,492,3172,03702,0
9532,471,2672,03738,0
9534,492,2377,03697,0
9536,1726,8000,00133,0
9536,471,8000,03737,0
9537,492,8000,03498,0
9537,492,8000,03499,0
9540,2555,7999,00139,1
9540,2555,7999,00140,1
9544,2555,7994,00138,6
9546,2555,7945,00135,55
9546,2551,7945,00141,55
9556,188,3039,00136,0
9556,188,3039,00576,0
9563,1480,13000,00182,0
9573,2551,12769,00143,231
9573,2551,12769,00990,231
9471,517,1944,05491,2736
9471,517,1944,05492,2736
9471,455,1944,05493,2736
9471,455,1944,05494,2736
9474,500,1500,05500,4500
9483,182,3077,03108,0
9483,181,3077,03376,0
9485,645,8000,03385,0
9485,304,8000,00600,0
9485,304,8000,00601,0
9485,271,8000,03107,0
9485,271,8000,03375,0
9486,930,8000,03347,0
9488,638,8000,03382,0
9489,624,8000,03384,0
9491,1679,8000,02500,0
9492,930,8000,02501,0
9492,632,8000,03380,0
9493,1097,8000,05289,0
9494,1778,8000,02499,0
9496,1495,8000,03345,0
9497,763,8000,03386,0
9498,763,8000,03383,0
9512,1495,7305,03100,695
9475,498,3557,03616,0
9476,365,6000,01797,0
9476,340,6000,01242,0
9477,561,6000,01252,0
9477,561,6000,03615,0
9478,538,6000,03341,0
9478,533,6000,01255,0
9479,519,6000,01244,0
9480,493,5994,01248,6
9480,493,5994,01249,6
9481,556,5991,01253,9
9481,556,5991,01254,9
9483,155,3077,04742,0
9485,337,8000,01250,0
9485,318,8000,00763,0
9487,675,8000,00759,0
9487,568,8000,00744,0
9487,568,8000,00755,0
9488,575,8000,00757,0
9488,543,8000,00762,0
9493,1273,8000,00756,0
9495,1681,8000,00750,0
9496,1682,8000,02517,0
9470,430,2627,02105,3373
9470,430,2627,02108,3373
9474,500,1500,05392,4500
9474,500,1500,05394,4500
9479,496,6000,01188,0
9481,493,5991,01189,9
9486,492,8000,02100,0
9486,492,8000,02101,0
9490,988,8000,02096,0
9492,1243,8000,02091,0
9493,1173,8000,02359,0
9494,992,8000,01187,0
9495,1243,8000,02079,0
9499,992,7999,01184,1
9502,2323,7977,00278,23
9503,2323,7977,00057,23
9504,2423,7976,02090,24
9505,2423,7976,02082,24
9506,2423,7968,00279,32
9507,2423,7942,00056,58
9499,2615,7999,00080,1
9500,2331,7998,02803,2
